#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Candida albicans P76067	1094999	PRJNA75245	75245	Fungi	Ascomycetes	14.6223	33.8	GCA_000784495.1	-	-	-	AJJE01	45	6373	6250	2014/11/17	2014/11/17	Scaffold	Broad Institute	SAMN01048017
Candida albicans P76055	1094998	PRJNA75243	75243	Fungi	Ascomycetes	14.4534	33.7	GCA_000784505.1	-	-	-	AJJD01	38	6357	6228	2014/11/17	2014/11/17	Scaffold	Broad Institute	SAMN01048016
Candida albicans P37039	1094993	PRJNA75233	75233	Fungi	Ascomycetes	14.5236	33.7	GCA_000784515.1	-	-	-	JSXQ01	50	6389	6257	2014/11/17	2014/11/17	Scaffold	Broad Institute	SAMN00767975
Candida albicans P60002	1094986	PRJNA75219	75219	Fungi	Ascomycetes	14.7914	34	GCA_000784525.1	-	-	-	JSXP01	47	6359	6234	2014/11/17	2014/11/17	Scaffold	Broad Institute	SAMN01048007
Candida albicans P75010	1094994	PRJNA75235	75235	Fungi	Ascomycetes	14.8628	34.1	GCA_000784575.1	-	-	-	JSXR01	56	6376	6245	2014/11/17	2014/11/17	Scaffold	Broad Institute	SAMN00769059
Candida albicans P75016	1094995	PRJNA75237	75237	Fungi	Ascomycetes	14.6803	34	GCA_000784595.1	-	-	-	JPEV01	50	6365	6235	2014/11/17	2014/11/17	Scaffold	Broad Institute	SAMN01048012
Candida albicans P78042	1095000	PRJNA75247	75247	Fungi	Ascomycetes	14.6768	33.7	GCA_000784615.1	-	-	-	JPEW01	70	6425	6299	2014/11/17	2014/11/17	Scaffold	Broad Institute	SAMN01048015
Candida albicans SC5314	237561	PRJNA120009	120009	Fungi	Ascomycetes	15.2131	34	GCA_000784635.1	-	-	-	AJJF01	38	6524	6392	2014/11/17	2014/11/17	Scaffold	Broad Institute	SAMN01041717
Candida albicans SC5314	237561	PRJNA191536	191536	Fungi	Ascomycetes	14.6999	33.6	GCA_000784655.1	-	-	-	JTBX01	77	6470	6337	2014/11/17	2014/11/17	Scaffold	Broad Institute	SAMN01041717
Candida albicans Ca6	1165368	PRJNA120431	120431	Fungi	Ascomycetes	14.7163	33.6	GCA_000784695.1	-	-	-	AJJG01	82	6434	6303	2014/11/17	2014/11/17	Scaffold	Broad Institute	SAMN03164130
Gavialis gangeticus	94835	PRJNA172383	172383	Animals	Other Animals	2188.35	44.4	GCA_000775435.1	-	-	-	JRWT01	47351	-	-	2014/10/24	2014/11/14	Scaffold	The International Crocodilian Genomes Working Group	SAMN03102901
Exophiala mesophila	212818	PRJNA264779	264779	Fungi	Ascomycetes	30.3763	50.3	GCA_000785215.1	-	-	-	JSEI01	507	-	-	2014/11/18	2015/04/15	Contig	University of Natural Resources and Life Sciences, Vienna	SAMN03142499
Cladophialophora immunda	569365	PRJNA264781	264781	Fungi	Ascomycetes	41.5839	52.9	GCA_000785585.1	-	-	-	JSEJ01	464	-	-	2014/11/19	2015/02/26	Contig	University of Natural Resources and Life Sciences, Vienna	SAMN03142510
Uromyces viciae-fabae	55588	PRJNA248166	248166	Fungi	Basidiomycetes	215.71	35.9	GCA_000785685.1	-	-	-	JNCO01	59737	-	-	2014/11/20	2014/11/20	Scaffold	Universitaet Hohenheim	SAMN02794011
Piezodorus guildinii	437484	PRJNA263369	263369	Animals	Insects	3.17985	36.5	GCA_000786065.1	-	-	-	JTEQ01	1932	-	-	2014/11/21	2014/11/21	Scaffold	LSUAgcenter	SAMN03099748
Paracoccidioides brasiliensis Pb03	482561	PRJNA27779	27779	Fungi	Ascomycetes	29.0627	44.5	GCA_000150475.2	-	-	-	ABHV02	65	8548	8427	2007/11/28	2014/11/13	Scaffold	Broad Institute	SAMN02953708
Cryptococcus gattii	552467	PRJEB5464	239986	Fungi	Basidiomycetes	17.2566	47.8	GCA_000786445.1	-	-	-	CBZL01	779	-	-	2014/03/04	2015/10/27	Scaffold	CRG	SAMEA3146310
Spodoptera frugiperda	7108	PRJNA257248	257248	Animals	Insects	358.048	-	GCA_000753635.2	-	-	-	JQCY02	37235	-	-	2014/09/09	2014/11/25	Scaffold	ICGEB New Delhi	SAMN02950401
Chironomus tentans	7153	PRJEB1888	266396	Animals	Insects	213.463	33.8	GCA_000786525.1	-	-	-	CBTT01	26025	-	-	2014/11/04	2015/01/30	Scaffold	SciLifeLab	SAMEA3158483
Neurospora crassa	5141	PRJNA250607	250607	Fungi	Ascomycetes	40.4162	48.9	GCA_000786625.1	-	-	-	JTEW01	358	12368	11968	2014/11/25	2015/04/15	Scaffold	DOE Joint Genome Institute	SAMN02910426
Macaca mulatta	9544	PRJNA12537	12537	Animals	Mammals	3097.39	38.0269	GCA_000002255.2	21	-	-	AANU01	124036	-	-	2006/02/08	2015/03/23	Chromosome	Macaca mulatta Genome Sequencing Consortium	SAMN02981228
Trametes cinnabarina	5643	PRJNA261270	261270	Fungi	Basidiomycetes	31.6213	-	GCA_000787515.1	-	-	-	JSYY01	-	-	-	2014/11/26	2014/11/26	Contig	Aalborg University	SAMN03070110
Lentinus polychrous	292559	PRJNA261275	261275	Fungi	Basidiomycetes	38.0545	-	GCA_000787475.1	-	-	-	JSYW01	-	-	-	2014/11/26	2014/11/26	Contig	none	SAMN03070116
Talaromyces leycettanus	196907	PRJNA261108	261108	Fungi	Ascomycetes	25.9463	49.7	GCA_000787455.1	-	-	-	JSYV01	991	-	-	2014/11/26	2014/11/26	Contig	none	SAMN03068951
Thermomucor indicae-seudaticae	101121	PRJNA261109	261109	Fungi	Other Fungi	29.5709	45.8	GCA_000787465.1	-	-	-	JSYX01	1958	-	-	2014/11/26	2014/11/26	Contig	Aalborg University	SAMN03070115
Solanum melongena	4111	PRJDB1505	261395	Plants	Land Plants	833.081	36.2	GCA_000787875.1	-	-	-	BAUE01	33873	-	-	2014/09/17	2015/10/31	Scaffold	Kazusa DNA Research Institute	-
Ogataea polymorpha	460523	PRJDB3035	263660	Fungi	Ascomycetes	8.89357	47.7	GCA_000787595.1	-	-	-	BBNV01	66	-	-	2014/10/10	2015/10/31	Contig	Yeast Genetic Resources Laboratory, Graduate school of engineering, Osaka University	SAMD00019083
Pichia kudriavzevii	4909	PRJDB3121	260583	Fungi	Ascomycetes	10.176	38.4	GCA_000787615.1	-	-	-	BBOI01	669	-	-	2014/11/01	2014/11/01	Contig	National institute of Advanced Industrial Science and Technology	SAMD00019952
Pseudopleuronectes yokohamae	245875	PRJDB3259	268070	Animals	Fishes	547.831	-	GCA_000787555.1	-	-	-	BBOV01	-	-	-	2014/11/21	2015/08/25	Contig	Tohoku university	SAMD00021058
Boleophthalmus pectinirostris	150288	PRJNA232434	232434	Animals	Fishes	955.735	40.1	GCA_000788275.1	-	-	-	JACK01	16619	-	-	2014/11/25	2014/12/03	Scaffold	BGI-shenzhen	SAMN03201692
Scartelaos histophorus	166764	PRJNA232437	232437	Animals	Fishes	695.009	39.1	GCA_000787155.1	-	-	-	JACN01	156044	-	-	2014/11/25	2014/12/03	Scaffold	BGI-shenzhen	SAMN03201693
Periophthalmus magnuspinnatus	409849	PRJNA232435	232435	Animals	Fishes	701.697	40	GCA_000787105.1	-	-	-	JACL01	26060	-	-	2014/11/25	2014/12/03	Scaffold	BGI-shenzhen	SAMN03201694
Periophthalmodon schlosseri	1365757	PRJNA232436	232436	Animals	Fishes	679.761	40.2	GCA_000787095.1	-	-	-	JACM01	46662	-	-	2014/11/25	2014/12/03	Scaffold	BGI-Shenzhen	SAMN03201695
Primula veris	170927	PRJNA238546	238546	Plants	Land Plants	309.693	-	GCA_000788445.1	-	-	-	JTKG01	8756	-	-	2014/12/03	2014/12/03	Scaffold	University of Zurich	SAMN02644982
Pteropus vampyrus	132908	PRJNA20325	20325	Animals	Mammals	2198.28	40.5	GCA_000151845.2	-	-	-	ABRP02	36094	23423	33311	2008/09/12	2014/12/05	Scaffold	Baylor College of Medicine	SAMN02894360
Huntiella moniliformis	1580861	PRJNA246136	246136	Fungi	Ascomycetes	25.4296	47.8	GCA_000712465.1	-	-	-	JMSH01	365	-	-	2014/06/26	2015/12/01	Scaffold	Forestry and Agricultural Biotechnology Institute	SAMN02743538
Vitis vinifera	29760	PRJNA34679	34679	Plants	Land Plants	486.197	35.0336	GCA_000003745.2	19	2	-	CAAP03	2061	28895	38120	2007/02/13	2009/11/25	Chromosome	Edmund Mach Foundation, IASMA Research Center,	SAMEA2272750
Saccharomyces cerevisiae UFMG A-905	1434269	PRJNA230840	230840	Fungi	Ascomycetes	11.4304	38.1851	GCA_000733235.3	16	-	-	JACO02	210	-	-	2014/07/24	2014/11/21	Chromosome	UFMG	SAMN02570260
Trichoderma virens FT-333	1331945	PRJNA268050	268050	Fungi	Ascomycetes	38.6301	49.4	GCA_000800515.1	-	-	-	JTGJ01	586	-	-	2014/12/09	2014/12/09	Contig	National Cheng Kung University	SAMN03202112
Oryza longistaminata	4528	PRJNA169314	169314	Plants	Land Plants	326.443	42.1	GCA_000789195.1	-	-	-	AMDW01	60198	-	-	2014/12/03	2014/12/09	Scaffold	BGI	SAMN03247844
Trichuris suis	68888	PRJNA179528	179528	Animals	Roundworms	63.8397	43.3	GCA_000797535.1	-	-	-	JDFW01	306	10162	9829	2014/12/05	2014/12/17	Scaffold	The Genome Institute	SAMN02721381
Vipera berus berus	31156	PRJNA170536	170536	Animals	Reptiles	1532.39	41.3	GCA_000800605.1	-	-	-	JTGP01	28883	-	-	2014/12/09	2014/12/10	Scaffold	BCM-HGSC	SAMN02780930
Saccharomyces sp. 'boulardii'	252598	PRJNA255142	255142	Fungi	Ascomycetes	11.6369	38.22	GCA_000734875.3	16	-	-	JPJH02	48	-	-	2014/07/28	2014/11/21	Chromosome	UFMG - Universidade Federal de Minas Gerais	SAMN02910581
Erysiphe necator	52586	PRJNA248900	248900	Fungi	Ascomycetes	50.6582	-	GCA_000798735.1	-	-	-	JNUS01	6224	-	-	2014/12/08	2014/12/11	Scaffold	University of California, Davis	SAMN02803892
Erysiphe necator	52586	PRJNA248902	248902	Fungi	Ascomycetes	49.9425	-	GCA_000798795.1	-	-	-	JOKO01	6350	-	-	2014/12/08	2014/12/11	Scaffold	University of California, Davis	SAMN02803896
Erysiphe necator	52586	PRJNA247407	247407	Fungi	Ascomycetes	52.5051	39	GCA_000798715.1	-	-	-	JNVN01	5935	6469	6469	2014/12/08	2014/12/11	Scaffold	University of California, Davis	SAMN02803834
Erysiphe necator	52586	PRJNA248903	248903	Fungi	Ascomycetes	49.4651	-	GCA_000798755.1	-	-	-	JNUT01	6979	-	-	2014/12/08	2014/12/11	Scaffold	University of California, Davis	SAMN02803894
Erysiphe necator	52586	PRJNA248904	248904	Fungi	Ascomycetes	49.794	-	GCA_000798775.1	-	-	-	JNUU01	6865	-	-	2014/12/08	2014/12/11	Scaffold	University of California, Davis	SAMN02803901
Exophiala xenobiotica	348802	PRJNA265165	265165	Fungi	Ascomycetes	32.2749	51.8	GCA_000798695.1	-	-	-	JTCI01	2050	-	-	2014/12/08	2014/12/08	Contig	University of Natural Resources and Life Sciences, Vienna	SAMN03145801
Diaporthe longicolla	54899	PRJNA174445	174445	Fungi	Ascomycetes	64.7146	48.3	GCA_000800745.1	-	-	-	JUJX01	985	-	-	2014/12/11	2015/02/24	Scaffold	Purdue University	SAMN03254397
Dipodomys ordii	10020	PRJNA20385	20385	Animals	Mammals	2236.37	42.6	GCA_000151885.2	-	-	-	ABRO02	65193	23266	29351	2008/09/18	2014/12/12	Scaffold	Baylor College of Medicine	SAMN02900551
Procavia capensis	9813	PRJNA13972	13972	Animals	Mammals	3602.18	41.8	GCA_000152225.2	-	-	-	ABRQ02	65694	-	-	2008/09/19	2014/12/16	Scaffold	Baylor College of Medicine	SAMN02894304
Bos indicus	9915	PRJNA72827	72827	Animals	Mammals	2673.95	42.3028	GCA_000247795.2	31	-	-	AGFL01	31	-	-	2012/02/16	2014/11/25	Chromosome	Genoa Biotecnologia SA   	SAMN02953802
Penicillium chrysogenum	5076	PRJNA253579	253579	Fungi	Ascomycetes	32.2397	49	GCA_000801355.1	-	-	-	JPDR01	1151	-	-	2014/12/15	2014/12/16	Scaffold	Ruhr-Univeristaet Bochum	SAMN02872854
Camelus dromedarius	9838	PRJNA269274	269274	Animals	Mammals	2055.06	-	GCA_000803125.1	-	-	-	JWIN01	35752	-	-	2014/12/17	2014/12/17	Scaffold	Vetmeduni Vienna	SAMN03252735
Ordospora colligata OC4	1354746	PRJNA210314	210314	Fungi	Other Fungi	2.29053	38.5	GCA_000803265.1	-	-	-	JOKQ01	15	1877	1820	2014/12/17	2015/02/04	Contig	University of British Columbia	SAMN02867507
Cryptosporidium hominis	237895	PRJNA252787	252787	Protists	Apicomplexans	9.05401	30.1	GCA_000804495.1	-	-	-	JRXJ01	78	-	-	2014/12/18	2014/12/18	Scaffold	Division of Foodborne, Waterborne, and Environmental Diseases, Centers for Disease Control and Prevention	SAMN02862042
Toxocara canis	6265	PRJNA248777	248777	Animals	Roundworms	317.116	40.4	GCA_000803305.1	-	-	-	JPKZ01	22857	18596	18596	2014/12/18	2015/03/11	Scaffold	University of Melbourne	SAMN02905866
Metarhizium album ARSEF 1941	1081103	PRJNA72731	72731	Fungi	Ascomycetes	30.4491	52.7	GCA_000804445.1	-	-	-	AZHE01	257	8472	8472	2014/12/18	2014/12/18	Scaffold	Shanghai Institutes for Biological Sciences, CAS	SAMN03268435
Glycine soja	3848	PRJNA223435	223435	Plants	Land Plants	863.568	34.5	GCA_000722935.2	-	-	-	AZNC01	33170	50399	50399	2014/07/07	2014/12/17	Scaffold	The Chinese University of Hong Kong	SAMN02905861
Phytophthora fragariae	53985	PRJNA243070	243070	Protists	Other Protists	73.6803	52.7	GCA_000686205.3	-	-	-	JHVZ03	1616	-	-	2014/05/08	2015/04/08	Scaffold	Shenzhen Entry-Exit Inspection and Quarantine Bureau	SAMN02712365
Homo sapiens	9606	PRJNA267742	267742	Animals	Mammals	5.79252	43.3	GCA_000786075.2	-	-	-	-	2385	-	-	-	-	Scaffold	Harvard Medical School	SAMN03264375
Magnaporthe oryzae	318829	PRJNA259589	259589	Fungi	Ascomycetes	42.3067	50.8	GCA_000805855.1	-	-	-	JRBC01	284	-	-	2014/12/19	2015/04/16	Scaffold	nanjing agriculture university	SAMN03010511
Bos taurus	9913	PRJNA32899	32899	Animals	Mammals	2670.14	41.8867	GCA_000003055.5	30	1	-	DAAA02	6337	32432	49107	2009/04/24	2014/12/09	Chromosome	Center for Bioinformatics and Computational Biology, University of Maryland	SAMN02898106
Saccharomyces pastorianus CBS 1513	1073566	PRJNA71341	71341	Fungi	Ascomycetes	19.3677	39.3	GCA_000586595.1	-	-	-	AZCJ01	77	-	-	2014/03/11	2014/08/11	Scaffold	Carlsberg Laboratory	SAMN02981575
Meleagris gallopavo	9103	PRJNA42129	42129	Animals	Birds	1128.34	41.7213	GCA_000146605.3	32	1	-	ADDD02	233806	20903	26423	2010/09/07	2014/11/24	Chromosome	Turkey Genome Consortium	SAMN02981253
Dreissena polymorpha	45954	PRJNA269790	269790	Animals	Other Animals	0.90568	36	GCA_000806325.1	-	-	-	JWHF01	1057	-	-	2014/12/22	2015/03/26	Contig	University of Girona	SAMN03257522
Nelumbo nucifera	4432	PRJNA192418	192418	Plants	Land Plants	790.339	39	GCA_000805495.1	-	-	-	APLB01	14895	-	-	2014/12/19	2014/12/22	Scaffold	BGI	SAMN03267314
Leptographium procerum	100367	PRJNA262457	262457	Fungi	Ascomycetes	28.5565	54.8	GCA_000806385.1	-	-	-	JRUC01	2687	-	-	2014/12/22	2015/12/01	Scaffold	University of Pretoria	SAMN03083277
Fopius arisanus	64838	PRJNA258104	258104	Animals	Insects	153.632	39.4	GCA_000806365.1	-	-	-	JRKH01	1042	11779	18906	2014/12/19	2014/12/23	Scaffold	USDA ARS	SAMN03083650
Trichophyton rubrum	5551	PRJNA253358	253358	Fungi	Ascomycetes	22.521	48.1	GCA_000812105.1	-	-	-	JPGR01	380	8253	8264	2014/12/31	2015/07/02	Contig	CSIR-Institute of Genomics and Integrative Biology, New Delhi	SAMN02870199
Bison bison bison	43346	PRJNA257088	257088	Animals	Mammals	2828.03	42.2	GCA_000754665.1	-	1	-	JPYT01	128431	26590	35552	2014/09/15	2014/10/08	Scaffold	University of Maryland	SAMN02947321
Aspergillus ustus	40382	PRJNA253260	253260	Fungi	Ascomycetes	38.3513	51	GCA_000812125.1	-	-	-	JOMC01	770	706	706	2014/12/31	2015/03/10	Scaffold	Institute of developmentive and regenerative biology	SAMN02869649
Scedosporium aurantiacum	315946	PRJNA261653	261653	Fungi	Ascomycetes	39.8907	49.2	GCA_000812075.1	-	-	-	JUDQ01	1584	-	-	2014/12/31	2015/02/24	Scaffold	Australian National University	SAMN03075116
Onygena corvina	180788	PRJNA270018	270018	Fungi	Ascomycetes	21.7051	48.2	GCA_000812245.1	-	-	-	JWPT01	521	-	-	2014/12/31	2015/11/12	Contig	Aalborg University	SAMN03262602
Stagonosporopsis tanaceti	1200839	PRJNA268685	268685	Fungi	Ascomycetes	40.0605	-	GCA_000812845.1	-	-	-	JUDZ01	-	-	-	2014/12/31	2014/12/31	Contig	The University of Melbourne	SAMN03223333
Rutstroemia echinophila	1424426	PRJNA254419	254419	Fungi	Ascomycetes	40.2504	-	GCA_000812885.1	-	-	-	JWJA01	7345	-	-	2014/12/31	2014/12/31	Scaffold	USDA-ARS	SAMN02903859
Rutstroemia sydowiana	54687	PRJNA254410	254410	Fungi	Ascomycetes	51.9942	-	GCA_000812895.1	-	-	-	JWJB01	-	-	-	2014/12/31	2014/12/31	Contig	USDA-ARS	SAMN02903521
Oesophagostomum dentatum	61180	PRJNA72579	72579	Animals	Roundworms	443.017	42.8	GCA_000797555.1	-	-	-	JOOK01	64255	25508	25289	2014/12/05	2014/12/15	Scaffold	The Genome Institute	SAMN02866218
Acytostelium subglobosum LB1	1410327	PRJDB1513	266494	Protists	Other Protists	31.003	44.2	GCA_000787575.2	-	-	-	BAUZ01	106	12682	12686	2014/11/05	2015/11/03	Scaffold	University of Tsukuba	SAMD00019534
Coccomyxa sp. LA000219	1579116	PRJNA269066	269066	Plants	Green Algae	48.5465	54.7	GCA_000812005.1	-	-	-	JUGA01	106	-	-	2014/12/30	2015/01/02	Scaffold	University of Helsinki	SAMN03248237
Ceratocystis albifundus	357446	PRJNA263706	263706	Fungi	Ascomycetes	26.8753	48.6	GCA_000813685.1	-	-	-	JSSU01	1405	-	-	2015/01/02	2015/12/01	Scaffold	University of Pretoria	SAMN03105785
Saccharomyces pastorianus	27292	PRJNA266750	266750	Fungi	Ascomycetes	21.9193	39.1	GCA_000805465.1	-	-	-	JTFI01	878	-	-	2014/12/19	2014/12/19	Contig	Kluyver Centre for Genomics of Industrial Fermentation	SAMN03174145
Valsa mali var. pyri	694573	PRJNA268128	268128	Fungi	Ascomycetes	35.7302	51.5	GCA_000813385.1	-	-	-	JUIZ01	475	10855	10855	2015/01/02	2016/01/06	Scaffold	Northwest A&F University	SAMN03203462
Metarhizium anisopliae ARSEF 549	1276135	PRJNA184754	184754	Fungi	Ascomycetes	38.5043	50.9	GCA_000814975.1	-	-	-	AZNF01	74	10891	10891	2015/01/06	2015/01/06	Scaffold	Shanghai Insititutes for Biological Sciences, CAS	SAMN03268434
Metarhizium guizhouense ARSEF 977	1276136	PRJNA184755	184755	Fungi	Ascomycetes	43.4652	49.6	GCA_000814955.1	-	-	-	AZNH01	563	11787	11787	2015/01/06	2015/01/06	Scaffold	Shanghai Insititutes for Biological Sciences, CAS	SAMN03268433
Metarhizium brunneum ARSEF 3297	1276141	PRJNA184756	184756	Fungi	Ascomycetes	37.0662	51.5	GCA_000814965.1	-	-	-	AZNG01	92	10689	10689	2015/01/06	2015/01/06	Scaffold	Shanghai Insititutes for Biological Sciences, CAS	SAMN03268432
Mrakia frigida	29902	PRJNA268263	268263	Fungi	Basidiomycetes	28.6514	53.8	GCA_000815965.1	-	-	-	JUBC01	1539	-	-	2015/01/02	2015/01/07	Scaffold	State Key Laboratory of Bioreactor Engineering	SAMN03217647
Penicillium chrysogenum KF-25	1218708	PRJNA172002	172002	Fungi	Ascomycetes	29.9175	49	GCA_000816005.1	-	-	-	AZRB01	194	-	-	2015/01/07	2015/01/08	Scaffold	Key Laboratory of Agricultural and Environmental Microbiology,Wuhan Institute of Virology, Chinese Academy of Sciences	SAMN02147003
Schizosaccharomyces japonicus yFS275	402676	PRJNA13640	13640	Fungi	Ascomycetes	11.7332	44.1	GCA_000149845.2	-	-	-	AATM02	32	5185	4878	2006/10/11	2014/08/06	Scaffold	Broad Institute	SAMN02953668
Oryza rufipogon	4529	PRJEB4137	271385	Plants	Land Plants	339.177	42.5	GCA_000817225.1	-	-	-	CBQP01	3818	-	-	2014/12/30	2014/12/30	Scaffold	NCGR	SAMEA3158452
Saprochaete clavata CNRMA 12.647	1449804	PRJEB4367	221847	Fungi	Ascomycetes	17.7153	33.8	GCA_000817185.1	-	-	-	CBXB01	339	-	-	2014/12/04	2015/09/30	Scaffold	INSTITUT PASTEUR	SAMEA3158453
Arachis ipaensis	130454	PRJNA258025	258025	Plants	Land Plants	1349.06	37.7326	GCA_000816755.1	10	-	-	JQIO01	997	-	-	2014/12/11	2015/01/12	Chromosome	The International Peanut Genome Initiative	SAMN02982874
Curvularia papendorfii	1537989	PRJNA271317	271317	Fungi	Ascomycetes	33.3795	50.6	GCA_000817285.1	-	-	-	JXCC01	374	-	-	2015/01/12	2015/07/02	Contig	UNIVERSITY OF MALAYA	SAMN03273926
Oryza glaberrima	4538	PRJNA13765	13765	Plants	Land Plants	303.295	42.8	GCA_000147395.2	-	-	-	ADWL01	25599	-	-	2010/07/08	2015/01/13	Scaffold	The Oryza Map Alignment Project (OMAP)	SAMN02981267
Oryza sativa Japonica Group	39947	PRJNA264749	264749	Plants	Land Plants	342.028	42.9596	GCA_000817615.1	12	-	-	JSUF01	1160	-	-	2015/01/12	2015/01/14	Chromosome	University of California, Riverside	SAMN02054479
Oryza sativa Japonica Group	39947	PRJNA265458	265458	Plants	Land Plants	337.74	42.97	GCA_000817635.1	12	-	-	JSUG01	1739	-	-	2015/01/12	2015/01/14	Chromosome	University of California, Riverside	SAMN03151584
Pythium vexans DAOM BR484	1223560	PRJNA169057	169057	Protists	Other Protists	33.8449	58.7	GCA_000387545.2	-	-	-	AKYC02	3685	-	-	2013/05/02	2014/08/11	Scaffold	Michigan State University	SAMN02981435
Triticum aestivum	4565	PRJNA261362	261362	Plants	Land Plants	65.1111	42.6	GCA_000818885.1	-	-	-	JROL01	15144	-	-	2015/01/02	2015/01/02	Scaffold	International Wheat Genome Sequencing Consortium (IWGSC)	SAMN03072813
Glossina palpalis gambiensis	67801	PRJNA172847	172847	Animals	Insects	380.104	34.9	GCA_000818775.1	-	-	-	JXJN01	3926	-	-	2015/01/15	2015/01/15	Scaffold	Glossina Genomes Consortium	SAMN01796024
Schizochytrium sp. CCTCC M209059	1573607	PRJNA267643	267643	Protists	Other Protists	39.0897	56.4	GCA_000818945.1	-	-	-	JTFK01	322	-	-	2015/01/15	2015/09/02	Scaffold	Nanjing Tech University	SAMN03198951
Apis mellifera intermissa	346610	PRJNA230767	230767	Animals	Insects	243.567	-	GCA_000819425.1	-	-	-	JSUV01	522763	-	-	2015/01/15	2015/12/02	Scaffold	Bee Research Department : National Center for Agricultural Research and Extension	SAMN02437452
Drosophila simulans	7240	PRJNA243121	243121	Animals	Insects	121.27	43.4162	GCA_000820565.1	6	1	-	JMCE01	2948	-	-	2014/06/10	2014/06/10	Chromosome	Vetmeduni	SAMN02713493
Trebouxia gelatinosa	53269	PRJNA263654	263654	Plants	Green Algae	61.7262	50.4	GCA_000818905.1	-	-	-	JUBA01	848	-	-	2015/01/15	2015/01/16	Scaffold	University of Helsinki	SAMN03104849
Ustilago esculenta	185366	PRJNA263330	263330	Fungi	Basidiomycetes	20.197	54.4	GCA_000819925.1	-	-	-	JTLW01	298	-	-	2015/01/16	2015/01/16	Contig	Zhejiang Provincial Key Laboratory of Biometrology and Inspection & Quarantine	SAMN03105777
Sporothrix brasiliensis 5110	1398154	PRJNA218075	218075	Fungi	Ascomycetes	33.2058	54.7	GCA_000820605.1	-	-	-	AWTV01	13	9231	9091	2015/01/16	2015/01/16	Contig	LNCC	SAMN03201250
Fasciola hepatica	6192	PRJEB6687	263667	Animals	Flatworms	1269.31	-	GCA_000824725.1	-	-	-	CDMT01	37554	-	-	2015/01/14	2015/01/29	Scaffold	LIV	SAMEA2629804
Acanthamoeba castellanii	5755	PRJEB7687	271768	Protists	Other Protists	115.05	-	GCA_000826485.1	-	-	-	CDFL01	221748	-	-	2015/01/06	2015/02/07	Scaffold	UOL_CGR	SAMEA3111758
Rhizopus microsporus	58291	PRJEB7409	267674	Fungi	Other Fungi	49.2383	37.9	GCA_000825725.1	-	-	-	CDGI01	1554	19564	20087	2014/11/24	2014/11/29	Scaffold	HKI JENA	SAMEA2796351
Solanum pennellii	28526	PRJEB5228	236991	Plants	Land Plants	720.458	-	GCA_000820945.1	-	-	-	CCXL01	-	-	-	2014/09/23	2014/09/23	Contig	PRI	SAMEA2735474
Valsa mali	105487	PRJNA268126	268126	Fungi	Ascomycetes	44.726	49.3495	GCA_000818155.1	13	-	-	JUIY01	353	11284	11284	2015/01/14	2016/01/06	Chromosome	Northwest A&F University	SAMN03203459
Kluyveromyces dobzhanskii CBS 2104	1427455	PRJEB4949	271459	Fungi	Ascomycetes	10.7419	41.3	GCA_000820885.1	-	-	-	CCBQ01	86	4964	4957	2015/01/01	2015/01/01	Contig	SciLifeLab	SAMEA3158500
Torrubiella hemipterigena	1531966	PRJEB7402	268463	Fungi	Ascomycetes	28.4762	50.6	GCA_000825705.1	-	-	-	CDHN01	26	10773	11471	2014/11/24	2015/03/21	Scaffold	HKI JENA	SAMEA2794686
Acanthamoeba astronyxis	65658	PRJEB7687	271768	Protists	Other Protists	83.4325	-	GCA_000826245.1	-	-	-	CDFH01	98248	-	-	2015/01/06	2015/01/31	Scaffold	UOL_CGR	SAMEA3111746
