#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Methylibium sp. T29-B	Bacteria	Proteobacteria	Betaproteobacteria	pT29B	NC_024958.1	KJ598492	76.724	67.6881	82	-	-	-	82	-
Methylobacterium aquaticum MA-22A	Bacteria	Proteobacteria	Alphaproteobacteria	pMaq22A_5p	NZ_AP014709.1	AP014709	38.936	66.7172	40	-	-	-	42	2
Methylobacterium aquaticum MA-22A	Bacteria	Proteobacteria	Alphaproteobacteria	pMaq22A_4p	NZ_AP014708.1	AP014708	50.17	70.3349	66	-	-	-	67	1
Methylobacterium aquaticum MA-22A	Bacteria	Proteobacteria	Alphaproteobacteria	pMaq22A_2p	NZ_AP014706.1	AP014706	462.889	67.5218	369	-	-	-	406	37
Methylobacterium aquaticum MA-22A	Bacteria	Proteobacteria	Alphaproteobacteria	pMaq22A_3p	NZ_AP014707.1	AP014707	85.702	67.8444	98	-	-	-	98	-
Methylobacterium aquaticum MA-22A	Bacteria	Proteobacteria	Alphaproteobacteria	pMaq22A_1p	NZ_AP014705.1	AP014705	1571.99	70.8913	1359	3	13	1	1427	51
Methylobacterium extorquens AM1	Bacteria	Proteobacteria	Alphaproteobacteria	p2META1	NC_012809.1	CP001513	37.858	65.2491	37	-	-	-	39	2
Methylobacterium extorquens AM1	Bacteria	Proteobacteria	Alphaproteobacteria	p3META1	NC_012810.1	CP001514	24.943	66.9406	27	-	-	-	28	1
Methylobacterium extorquens AM1	Bacteria	Proteobacteria	Alphaproteobacteria	megaplasmid	NC_012811.1	CP001511	1261.46	67.6479	1193	-	6	-	1234	35
Methylobacterium extorquens AM1	Bacteria	Proteobacteria	Alphaproteobacteria	p1META1	NC_012807.1	CP001512	44.195	67.9308	40	-	-	-	45	5
Methylobacterium extorquens CM4	Bacteria	Proteobacteria	Alphaproteobacteria	pCMU02	NC_011760.1	CP001300	22.617	63.8723	35	-	-	-	35	-
Methylobacterium extorquens CM4	Bacteria	Proteobacteria	Alphaproteobacteria	pCMU01	NC_011758.1	CP001299	380.207	66.337	300	-	-	-	323	23
Methylobacterium extorquens DM4	Bacteria	Proteobacteria	Alphaproteobacteria	p2METDI	NC_012989.1	FP103044	38.579	63.7367	33	-	-	-	34	1
Methylobacterium extorquens DM4	Bacteria	Proteobacteria	Alphaproteobacteria	p1METDI	NC_012987.1	FP103043	141.504	65.3155	119	-	-	-	132	13
Methylobacterium nodulans ORS 2060	Bacteria	Proteobacteria	Alphaproteobacteria	pMNOD01	NC_011892.1	CP001350	487.734	65.883	379	-	2	-	434	53
Methylobacterium nodulans ORS 2060	Bacteria	Proteobacteria	Alphaproteobacteria	pMNOD04	NC_011895.1	CP001353	37.542	61.563	39	-	-	-	41	2
Methylobacterium nodulans ORS 2060	Bacteria	Proteobacteria	Alphaproteobacteria	pMNOD07	NC_011890.1	CP001356	9.829	67.2398	7	-	-	-	8	1
Methylobacterium nodulans ORS 2060	Bacteria	Proteobacteria	Alphaproteobacteria	pMNOD06	NC_011889.1	CP001355	12.638	60.4526	8	-	-	-	8	-
Methylobacterium nodulans ORS 2060	Bacteria	Proteobacteria	Alphaproteobacteria	pMNOD05	NC_011888.1	CP001354	20.286	61.3724	15	-	-	-	16	1
Methylobacterium nodulans ORS 2060	Bacteria	Proteobacteria	Alphaproteobacteria	pMNOD02	NC_011887.1	CP001351	458.07	65.6548	395	-	-	-	420	25
Methylobacterium nodulans ORS 2060	Bacteria	Proteobacteria	Alphaproteobacteria	pMNOD03	NC_011893.1	CP001352	40.463	64.187	42	-	-	-	44	2
Methylobacterium populi BJ001	Bacteria	Proteobacteria	Alphaproteobacteria	pMPOP01	NC_010727.1	CP001030	25.164	64.8625	24	-	-	-	27	3
Methylobacterium populi BJ001	Bacteria	Proteobacteria	Alphaproteobacteria	pMPOP02	NC_010721.1	CP001031	23.392	66.7921	24	-	-	-	25	1
Methylobacterium radiotolerans JCM 2831	Bacteria	Proteobacteria	Alphaproteobacteria	pMRAD04	NC_010517.1	CP001005	37.743	63.6886	35	-	1	-	37	1
Methylobacterium radiotolerans JCM 2831	Bacteria	Proteobacteria	Alphaproteobacteria	pMRAD08	NC_010507.1	CP001009	21.022	65.1318	22	-	-	-	22	-
Methylobacterium radiotolerans JCM 2831	Bacteria	Proteobacteria	Alphaproteobacteria	pMRAD05	NC_010518.1	CP001006	36.41	62.0159	26	-	-	-	28	2
Methylobacterium radiotolerans JCM 2831	Bacteria	Proteobacteria	Alphaproteobacteria	pMRAD02	NC_010509.1	CP001003	47.003	62.479	46	-	-	-	48	2
Methylobacterium radiotolerans JCM 2831	Bacteria	Proteobacteria	Alphaproteobacteria	pMRAD01	NC_010510.1	CP001002	586.164	69.5522	480	6	1	-	500	13
Methylobacterium radiotolerans JCM 2831	Bacteria	Proteobacteria	Alphaproteobacteria	pMRAD03	NC_010514.1	CP001004	42.985	63.2337	33	-	1	-	36	2
Methylobacterium radiotolerans JCM 2831	Bacteria	Proteobacteria	Alphaproteobacteria	pMRAD06	NC_010502.1	CP001007	27.836	61.0073	19	-	1	-	22	2
Methylobacterium radiotolerans JCM 2831	Bacteria	Proteobacteria	Alphaproteobacteria	pMRAD07	NC_010504.1	CP001008	22.114	61.0609	16	-	-	-	16	-
Methylobacterium sp. 4-46 Apr-46	Bacteria	Proteobacteria	Alphaproteobacteria	pM44601	NC_010373.1	CP000944	57.951	65.1136	49	-	-	-	54	5
Methylobacterium sp. 4-46 Apr-46	Bacteria	Proteobacteria	Alphaproteobacteria	pM44602	NC_010374.1	CP000945	20.019	59.1588	11	-	-	-	11	-
Methylobacterium sp. AMS5	Bacteria	Proteobacteria	Alphaproteobacteria	pAMS5c	NZ_CP006995.1	CP006995	20.451	66.3342	26	-	-	-	26	-
Methylobacterium sp. AMS5	Bacteria	Proteobacteria	Alphaproteobacteria	pAMS5a	NZ_CP006993.1	CP006993	117.697	65.2914	152	-	2	-	156	2
Methylobacterium sp. AMS5	Bacteria	Proteobacteria	Alphaproteobacteria	pAMS5b	NZ_CP006994.1	CP006994	25.608	65.2999	22	-	-	-	24	2
Methylomicrobium album BG8	Bacteria	Proteobacteria	Gammaproteobacteria	pMETAL01	NZ_CM001476.1	CM001476	47.177	52.5977	48	-	-	-	48	-
Methylomicrobium alcaliphilum 20Z	Bacteria	Proteobacteria	Gammaproteobacteria	MEALZ_p	NC_016108.1	FO082061	128.415	48.7023	108	-	-	-	112	4
Methylophaga frappieri JAM7	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NC_017858.1	CP003381	47.825	54.597	52	-	-	-	54	2
Methylophaga thalassica S1	Bacteria	Proteobacteria	Gammaproteobacteria	2kb cryptic plasmid	NC_002175.1	AF233873	1.995	42.4561	3	-	-	-	3	-
Methylovorus glucosetrophus SIP3-4	Bacteria	Proteobacteria	Betaproteobacteria	pMsip01	NC_012970.1	CP001675	76.68	45.7121	72	-	-	-	72	-
Methylovorus glucosetrophus SIP3-4	Bacteria	Proteobacteria	Betaproteobacteria	pMsip02	NC_012972.1	CP001676	9.816	47.4022	13	-	-	-	13	-
Microbacterium sp. No. 7	Bacteria	Terrabacteria group	Actinobacteria	A	NZ_CP012698.1	CP012698	135.111	66.2685	131	-	-	-	134	3
Microbacterium sp. No. 7	Bacteria	Terrabacteria group	Actinobacteria	B	NZ_CP012699.1	CP012699	93.808	66.9079	104	-	-	-	107	3
Micrococcus luteus NCIMB 13267	Bacteria	Terrabacteria group	Actinobacteria	pMLU1	NC_003526.1	AJ439695	2.331	62.3338	1	-	-	-	1	-
Micrococcus luteus MAW843	Bacteria	Terrabacteria group	Actinobacteria	pMEC2	NC_020091.1	KC005723	4.151	64.6591	3	-	-	-	3	-
Micrococcus sp. 28	Bacteria	Terrabacteria group	Actinobacteria	pSD10	NC_004954.1	AY034092	50.709	68.0175	51	-	-	-	51	-
Micrococcus sp. A1	Bacteria	Terrabacteria group	Actinobacteria	pLMA1	NC_024972.1	LK056645	109.112	68.4013	125	-	-	-	125	-
Micrococcus sp. V7	Bacteria	Terrabacteria group	Actinobacteria	pLMV7	NC_022599.1	KF577591	92.815	69.3875	113	-	-	-	114	1
Microcoleus sp. PCC 7113	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pMIC7113.08	NC_019743.1	CP003638	20.803	46.4548	30	-	-	-	30	-
Microcoleus sp. PCC 7113	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pMIC7113.07	NC_019762.1	CP003637	25.982	46.7631	19	-	-	-	19	-
Microcoleus sp. PCC 7113	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pMIC7113.05	NC_019741.1	CP003635	38.468	47.6604	39	-	-	-	39	-
Microcoleus sp. PCC 7113	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pMIC7113.02	NC_019760.1	CP003632	93.032	47.0999	68	3	-	-	74	3
Microcoleus sp. PCC 7113	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pMIC7113.04	NC_019761.1	CP003634	50.464	44.6536	39	-	-	-	42	3
Microcoleus sp. PCC 7113	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pMIC7113.06	NC_019742.1	CP003636	28.816	46.5852	30	-	-	-	30	-
Microcoleus sp. PCC 7113	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pMIC7113.01	NC_019739.1	CP003631	146.045	45.2703	106	-	-	-	106	-
Microcoleus sp. PCC 7113	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pMIC7113.03	NC_019740.1	CP003633	92.471	46.6168	68	-	-	-	72	4
Microcystis aeruginosa Kutzing	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Plasmid pMA2	NC_001597.1	D17448	4.993	42.2391	3	-	-	-	3	-
Microcystis aeruginosa UV025	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pMa025	NC_004984.1	U94409	8.018	62.3472	1	-	-	-	1	-
Microcystis aeruginosa Kutzing	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	small Plasmid pMA1	NC_002060.1	D10841	2.287	41.1456	1	-	-	-	1	-
Micromonospora rosaria SCC2095	Bacteria	Terrabacteria group	Actinobacteria	pMR2	NC_006910.1	AY860110	11.188	67.5724	13	-	-	-	13	-
Microscilla sp. PRE1	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSD15	NC_002806.1	AF339846	101.648	41.504	64	-	-	-	64	-
Moniliophthora roreri	Eukaryota	Fungi	Basidiomycetes	pMR2	NC_015334.1	HQ259117	11.5	19.2696	5	-	-	-	5	-
Moniliophthora roreri	Eukaryota	Fungi	Basidiomycetes	pMR3	NC_015335.1	HQ259118	10.09	22.1804	4	-	-	-	4	-
Moniliophthora roreri	Eukaryota	Fungi	Basidiomycetes	pMR1	NC_015333.1	HQ259116	9.745	21.3238	4	-	-	-	4	-
Moraxella bovis EPP63	Bacteria	Proteobacteria	Gammaproteobacteria	pMBO-1	NC_010893.1	AB169976	44.215	39.9005	28	-	-	-	30	2
Moraxella bovis ATCC 10900	Bacteria	Proteobacteria	Gammaproteobacteria	pMbo4.6	NC_013500.1	GQ998872	4.658	38.5573	4	-	-	-	4	-
Moraxella bovis EPP63	Bacteria	Proteobacteria	Gammaproteobacteria	pMBO-2	NC_010900.1	AB169977	27.075	37.7581	33	-	-	-	34	1
Moraxella catarrhalis E22	Bacteria	Proteobacteria	Gammaproteobacteria	pLQ510	NC_011131.1	AF129811	12.084	37.9096	7	-	-	-	7	-
Moraxella catarrhalis	Bacteria	Proteobacteria	Gammaproteobacteria	pEMCJH03	NC_005325.1	AY167745	3.51	44.2165	4	-	-	-	4	-
Moraxella macacae 0408225	Bacteria	Proteobacteria	Gammaproteobacteria	pMoma1	NZ_ANIN01000003.1	ANIN01000003	5.375	37.3581	4	-	-	-	4	-
Moraxella osloensis	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP014238.1	CP014238	40.342	39.0685	37	-	-	-	41	4
Moraxella osloensis	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP014237.1	CP014237	35.189	38.8673	28	-	-	-	30	2
Moraxella osloensis	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP014236.1	CP014236	57.463	39.8831	61	-	-	-	63	2
Moraxella osloensis	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP014235.1	CP014235	81.455	41.0018	68	-	-	-	74	6
Moraxella sp. TA144	Bacteria	Proteobacteria	Gammaproteobacteria	pTA144 Up	NC_001315.1	AJ224743	1.921	40.6039	1	-	-	-	1	-
Moraxella sp. TA144	Bacteria	Proteobacteria	Gammaproteobacteria	pTA144 Dw	NC_001316.1	AJ224744	1.313	46.1538	-	-	-	-	-	-
Morganella morganii CGH69	Bacteria	Proteobacteria	Gammaproteobacteria	pCGH69	NC_021524.1	JQ776510	2.683	41.6698	1	-	-	-	1	-
Morganella morganii M203	Bacteria	Proteobacteria	Gammaproteobacteria	R485	NC_016036.1	HE577112	61.093	47.4915	80	-	-	-	81	1
Morganella morganii M60	Bacteria	Proteobacteria	Gammaproteobacteria	pM60	NC_023901.1	KF813021	2.683	41.7443	1	-	-	-	1	-
Moritella viscosa	Bacteria	Proteobacteria	Gammaproteobacteria	pMVIS39	NZ_LN554854.1	LN554854	3.856	36.3589	3	-	-	-	3	-
Moritella viscosa	Bacteria	Proteobacteria	Gammaproteobacteria	pMVIS41	NZ_LN554853.1	LN554853	4.059	31.2146	6	-	-	-	6	-
Mucilaginibacter sp. PAMC 26640	Bacteria	FCB group	Bacteroidetes/Chlorobi group	unnamed	-	CP014772.1	6.647	55.0323	1	-	-	-	6	5
Mycobacterium abscessus ATCC 19977	Bacteria	Terrabacteria group	Actinobacteria	unnamed	NC_010394.1	CU458745	23.319	67.8631	22	-	-	-	22	-
Mycobacterium abscessus subsp. bolletii 50594	Bacteria	Terrabacteria group	Actinobacteria	1	NC_021278.1	CP004375	172.814	64.1823	161	-	-	-	172	11
Mycobacterium abscessus subsp. bolletii 50594	Bacteria	Terrabacteria group	Actinobacteria	2	NC_021279.1	CP004376	97.24	62.9031	107	-	-	-	111	4
Mycobacterium abscessus subsp. bolletii CRM-0020	Bacteria	Terrabacteria group	Actinobacteria	unnamed	NZ_ATFQ01000044.1	ATFQ01000044	56.466	64.1714	61	-	-	-	62	1
Mycobacterium abscessus subsp. bolletii F1725	Bacteria	Terrabacteria group	Actinobacteria	BRA100	NC_017908.2	CP003505	56.265	64.2673	61	-	-	-	64	-
Mycobacterium abscessus subsp. bolletii INCQS 00594	Bacteria	Terrabacteria group	Actinobacteria	pMAB01	NC_020994.1	CP003376	56.267	64.265	61	-	-	-	62	1
Mycobacterium avium	Bacteria	Terrabacteria group	Actinobacteria	pVT2	NC_005016.1	AY056023	12.868	66.4439	7	-	-	-	7	-
Mycobacterium avium subsp. hominissuis TH135	Bacteria	Terrabacteria group	Actinobacteria	pMAH135	NZ_AP012556.1	AP012556	194.711	66.4657	132	-	1	-	139	6
Mycobacterium celatum	Bacteria	Terrabacteria group	Actinobacteria	pCLP	NC_004963.1	AF312688	22.688	65.4884	18	-	-	-	18	-
Mycobacterium chubuense NBB4	Bacteria	Terrabacteria group	Actinobacteria	pMYCCH.01	NC_018022.1	CP003054	615.278	65.6771	521	-	-	-	566	45
Mycobacterium chubuense NBB4	Bacteria	Terrabacteria group	Actinobacteria	pMYCCH.02	NC_018023.1	CP003055	143.623	63.9027	112	-	-	-	115	3
Mycobacterium gilvum PYR-GCK	Bacteria	Terrabacteria group	Actinobacteria	pMFLV03	NC_009341.1	CP000659	16.66	65.1561	14	-	-	-	15	1
Mycobacterium gilvum PYR-GCK	Bacteria	Terrabacteria group	Actinobacteria	pMFLV02	NC_009340.1	CP000658	25.309	64.1906	24	-	-	-	25	1
Mycobacterium gilvum PYR-GCK	Bacteria	Terrabacteria group	Actinobacteria	pMFLV01	NC_009339.1	CP000657	321.253	65.1406	296	-	1	-	303	6
Mycobacterium gilvum Spyr1	Bacteria	Terrabacteria group	Actinobacteria	pMSPYR101	NC_014811.1	CP002386	211.864	65.6095	192	-	-	-	202	10
Mycobacterium gilvum Spyr1	Bacteria	Terrabacteria group	Actinobacteria	pMSPYR102	NC_014812.1	CP002387	23.681	64.4525	23	-	-	-	23	-
Mycobacterium kansasii ATCC 12478	Bacteria	Terrabacteria group	Actinobacteria	pMK12478	NC_022654.1	CP006836	144.951	65.7712	142	-	-	-	153	11
Mycobacterium liflandii 128FXT	Bacteria	Terrabacteria group	Actinobacteria	pMUM002	NC_011355.1	EU271968	190.588	62.8817	86	-	-	-	98	12
Mycobacterium marinum DL240490	Bacteria	Terrabacteria group	Actinobacteria	pMUM003	NC_019018.1	EU271967	104.53	62.958	85	-	-	-	103	18
Mycobacterium marinum E11	Bacteria	Terrabacteria group	Actinobacteria	II	NZ_HG917973.1	HG917973	114.229	64.0765	93	-	-	-	97	4
Mycobacterium marinum M	Bacteria	Terrabacteria group	Actinobacteria	pMM23	NC_010604.1	CP000895	23.317	67.8604	28	-	-	-	28	-
Mycobacterium sp. JS623	Bacteria	Terrabacteria group	Actinobacteria	pMYCSM01	NC_019957.1	CP003079	394.147	64.9197	312	-	-	-	328	16
Mycobacterium sp. JS623	Bacteria	Terrabacteria group	Actinobacteria	pMYCSM03	NC_019959.1	CP003081	164.114	67.5792	174	-	-	-	182	8
Mycobacterium sp. JS623	Bacteria	Terrabacteria group	Actinobacteria	pMYCSM02	NC_019958.1	CP003080	198.589	65.6763	223	-	-	-	228	5
Mycobacterium sp. KMS	Bacteria	Terrabacteria group	Actinobacteria	pMKMS02	NC_008704.1	CP000520	216.763	66.6271	231	-	-	-	235	4
Mycobacterium sp. KMS	Bacteria	Terrabacteria group	Actinobacteria	pMKMS01	NC_008703.1	CP000519	302.089	65.3973	276	-	-	-	283	7
Mycobacterium sp. MCS	Bacteria	Terrabacteria group	Actinobacteria	Plasmid1	NC_008147.1	CP000385	215.075	66.6084	231	-	-	-	234	3
Mycobacterium tuberculosis H37Rv	Bacteria	Terrabacteria group	Actinobacteria	pTYGi9	NC_025025.1	KF957646	6.898	58.2923	4	-	-	-	4	-
Mycobacterium yongonense 05-1390	Bacteria	Terrabacteria group	Actinobacteria	pMyong2	NC_020276.1	JQ657806	18.089	66.6869	22	-	-	-	23	1
Mycobacterium yongonense 05-1390	Bacteria	Terrabacteria group	Actinobacteria	pMyong1	NC_020275.1	JQ657805	122.976	65.9186	117	-	-	-	123	6
Mycoplasma capricolum Anses 14425	Bacteria	Terrabacteria group	Tenericutes	pMG1B-1	NC_019788.1	JX294737	1.732	29.4457	2	-	-	-	2	-
Mycoplasma capricolum Anses 14250	Bacteria	Terrabacteria group	Tenericutes	pMG2A-1	NC_019794.1	JX294735	1.573	31.7864	2	-	-	-	2	-
Mycoplasma capricolum Anses 11186	Bacteria	Terrabacteria group	Tenericutes	pMG2D-1	NC_019787.1	JX294736	1.672	31.1603	2	-	-	-	2	-
Mycoplasma cottewii VIS	Bacteria	Terrabacteria group	Tenericutes	pMG2C-1	NC_019795.1	JX294733	1.565	31.3099	2	-	-	-	2	-
Mycoplasma cottewii Anses 15104	Bacteria	Terrabacteria group	Tenericutes	pMG2E-1	NC_019786.1	JX294734	1.041	29.2027	2	-	-	-	2	-
Mycoplasma leachii	Bacteria	Terrabacteria group	Tenericutes	pBG7AU	NC_002569.1	AF257325	1.022	30.7241	2	-	-	-	2	-
Mycoplasma mycoides Anses 4343	Bacteria	Terrabacteria group	Tenericutes	pMG1C-1	NC_019784.1	JX294730	1.77	29.887	2	-	-	-	2	-
Mycoplasma mycoides	Bacteria	Terrabacteria group	Tenericutes	Plasmid pADB201	NC_001382.1	M25059	1.717	29.47	2	-	-	-	2	-
Mycoplasma mycoides Anses 14227	Bacteria	Terrabacteria group	Tenericutes	pMG1A-1	NC_019796.1	JX294729	1.865	29.3834	2	-	-	-	2	-
Mycoplasma mycoides subsp. capri LC str. 95010	Bacteria	Terrabacteria group	Tenericutes	pMmc-95010	NC_015407.1	FQ790215	1.84	29.1848	2	-	-	-	2	-
Mycoplasma yeatsii Anses 11181	Bacteria	Terrabacteria group	Tenericutes	pMG2F-1	NC_019797.1	JX294732	1.656	31.1594	2	-	-	-	2	-
Mycoplasma yeatsii GIH	Bacteria	Terrabacteria group	Tenericutes	pMG2B-1	NC_019785.1	JX294731	1.573	32.5493	2	-	-	-	2	-
Mycoplasma yeatsii GIH	Bacteria	Terrabacteria group	Tenericutes	pMyBK1	NC_011102.1	EU429323	3.432	28.0303	2	-	-	-	2	-
Myroides odoratimimus PR63039	Bacteria	FCB group	Bacteroidetes/Chlorobi group	p63039	NZ_CP013691.1	CP013691	90.798	31.2947	94	-	-	-	96	2
Myxococcus fulvus 124B02	Bacteria	Proteobacteria	delta/epsilon subdivisions	pMF1	NC_010372.1	EU137666	18.634	68.697	23	-	-	-	23	-
Natranaerobius thermophilus JW/NM-WN-LF	Bacteria	Terrabacteria group	Firmicutes	pNTHE02	NC_010724.1	CP001036	8.689	35.7003	8	-	-	-	9	1
Natranaerobius thermophilus JW/NM-WN-LF	Bacteria	Terrabacteria group	Firmicutes	pNTHE01	NC_010715.1	CP001035	17.207	34.1605	16	-	-	-	16	-
Natrialba magadii ATCC 43099	Archaea	Euryarchaeota	Halobacteria	pNMAG01	NC_013923.1	CP001933	378.348	60.0918	317	6	1	-	327	3
Natrialba magadii ATCC 43099	Archaea	Euryarchaeota	Halobacteria	pNMAG02	NC_013924.1	CP001934	254.95	56.8233	212	-	-	-	218	6
Natrialba magadii ATCC 43099	Archaea	Euryarchaeota	Halobacteria	pNMAG03	NC_013925.1	CP001935	58.487	61.8992	89	-	1	-	90	-
Natrinema pellirubrum DSM 15624	Archaea	Euryarchaeota	Halobacteria	pNATPE01	NC_019967.1	CP003373	287.8	57.0129	244	-	-	-	266	22
Natrinema pellirubrum DSM 15624	Archaea	Euryarchaeota	Halobacteria	pNATPE02	NC_019963.1	CP003374	275.821	58.3444	230	-	-	-	235	5
Natrinema sp. CX2021	Archaea	Euryarchaeota	Halobacteria	pZMX201	NC_006996.1	AY588480	1.668	62.47	1	-	-	-	1	-
Natrinema sp. J7-2	Archaea	Euryarchaeota	Halobacteria	pJ7-1	NC_018225.1	CP003413	95.989	58.6046	72	-	-	-	72	-
Natronobacterium sp. AS-7091	Archaea	Euryarchaeota	Halobacteria	pNB101	NC_005239.1	AF474073	2.538	63.7116	2	-	-	-	2	-
Natronococcus occultus SP4	Archaea	Euryarchaeota	Halobacteria	2	NC_019976.1	CP003931	287.963	61.312	241	-	-	-	247	6
Natronococcus occultus SP4	Archaea	Euryarchaeota	Halobacteria	1	NC_019975.1	CP003930	12.939	54.842	16	-	-	-	16	-
Natronomonas pharaonis DSM 2160 Gabara	Archaea	Euryarchaeota	Halobacteria	PL131	NC_007427.1	CR936258	130.989	57.2216	111	-	-	-	118	7
Natronomonas pharaonis DSM 2160 Gabara	Archaea	Euryarchaeota	Halobacteria	PL23	NC_007428.1	CR936259	23.486	60.5935	33	-	-	-	33	-
Neisseria gonorrhoeae NG_869	Bacteria	Proteobacteria	Betaproteobacteria	pNG869_1	NZ_CM003346.1	CM003346	42.005	47.9491	47	-	-	-	47	-
Neisseria gonorrhoeae NG_869	Bacteria	Proteobacteria	Betaproteobacteria	pNG869_2	NZ_CM003347.1	CM003347	5.607	39.6469	6	-	-	-	6	-
Neisseria gonorrhoeae NG_869	Bacteria	Proteobacteria	Betaproteobacteria	pNG869_3	NZ_CM003348.1	CM003348	4.104	51.5351	9	-	-	-	9	-
Neisseria gonorrhoeae GC1-182	Bacteria	Proteobacteria	Betaproteobacteria	pJD4	NC_002098.1	U20374	7.426	38.3383	1	-	-	-	1	-
Neisseria gonorrhoeae	Bacteria	Proteobacteria	Betaproteobacteria	pSJ5.2	NC_010881.1	DQ355980	5.161	38.3453	3	-	-	-	4	-
Neisseria gonorrhoeae	Bacteria	Proteobacteria	Betaproteobacteria	pCmGFP	NC_011521.1	FJ172221	6.062	48.8948	2	-	-	-	2	-
Neisseria gonorrhoeae GP08-MUS-021	Bacteria	Proteobacteria	Betaproteobacteria	pEM1	NC_019211.1	HM756641	4.865	40.555	1	-	-	-	2	-
Neisseria gonorrhoeae 5289	Bacteria	Proteobacteria	Betaproteobacteria	pEP5289	NC_014105.1	GU479466	42.004	47.9478	48	-	-	-	48	-
Neisseria gonorrhoeae UM01	Bacteria	Proteobacteria	Betaproteobacteria	pJD1	NC_001377.1	M10316	4.207	51.5332	10	-	-	-	10	-
Neisseria gonorrhoeae SA42	Bacteria	Proteobacteria	Betaproteobacteria	Australian	NC_025191.1	KJ842484	3.269	41.6947	2	-	-	-	2	-
Neisseria gonorrhoeae MS11	Bacteria	Proteobacteria	Betaproteobacteria	unnamed	NC_022243.1	CP003910	4.153	51.529	10	-	-	-	10	-
Neisseria gonorrhoeae NCCP11945	Bacteria	Proteobacteria	Betaproteobacteria	pNGK	NC_011034.1	CP001051	4.153	51.4809	10	-	-	-	10	-
Neisseria lactamica	Bacteria	Proteobacteria	Betaproteobacteria	pNL01	NC_006968.1	AY532623	4.15	52.1205	-	-	-	-	-	-
Neisseria lactamica	Bacteria	Proteobacteria	Betaproteobacteria	pNL3.1	NC_010867.1	DQ223897	7.318	43.9191	3	-	-	-	3	-
Neisseria lactamica	Bacteria	Proteobacteria	Betaproteobacteria	pNL11	NC_010855.1	DQ227323	2.251	46.2017	1	-	-	-	1	-
Neisseria lactamica	Bacteria	Proteobacteria	Betaproteobacteria	pNL15	NC_010888.1	DQ227325	2.248	46.0409	1	-	-	-	1	-
Neisseria lactamica	Bacteria	Proteobacteria	Betaproteobacteria	pNL9	NC_010923.1	DQ229163	8.347	42.9136	8	-	-	-	8	-
Neisseria lactamica	Bacteria	Proteobacteria	Betaproteobacteria	pNL7.1	NC_010871.1	DQ227324	2.248	46.0409	1	-	-	-	1	-
Neisseria lactamica	Bacteria	Proteobacteria	Betaproteobacteria	pNL18.1	NC_010906.1	DQ227326	2.246	46.0374	1	-	-	-	1	-
Neisseria lactamica	Bacteria	Proteobacteria	Betaproteobacteria	pNL871104	NC_010931.1	DQ229166	5.768	46.0992	3	-	-	-	3	-
Neisseria lactamica	Bacteria	Proteobacteria	Betaproteobacteria	pNL18.2	NC_010928.1	DQ229165	3.155	42.4089	2	-	-	-	2	-
Neisseria lactamica	Bacteria	Proteobacteria	Betaproteobacteria	pNL932024	NC_010869.1	DQ223899	1.986	44.9144	1	-	-	-	1	-
Neisseria lactamica	Bacteria	Proteobacteria	Betaproteobacteria	pNL750149	NC_010868.1	DQ223898	1.986	44.864	1	-	-	-	1	-
Neisseria lactamica	Bacteria	Proteobacteria	Betaproteobacteria	pNL3.2	NC_010922.1	DQ227327	3.957	42.0268	4	-	-	-	4	-
Neisseria lactamica	Bacteria	Proteobacteria	Betaproteobacteria	pNL14	NC_010926.1	DQ229164	5.804	46.2612	3	-	-	-	3	-
Neisseria meningitidis	Bacteria	Proteobacteria	Betaproteobacteria	pJS-A	NC_025192.1	AJ238491	1.986	44.864	2	-	-	-	2	-
Neisseria meningitidis	Bacteria	Proteobacteria	Betaproteobacteria	pJS-B	NC_004758.1	AJ277475	7.245	42.098	7	-	-	-	7	-
Neisseria meningitidis K1207	Bacteria	Proteobacteria	Betaproteobacteria	unnamed	NZ_CM000956.1	CM000956	7.242	42.0878	12	-	-	-	12	-
Neisseria meningitidis S0108	Bacteria	Proteobacteria	Betaproteobacteria	unnamed	NZ_CM000958.1	CM000958	7.242	42.0878	12	-	-	-	12	-
